case_id,start_time,end_time,creator,variant,variant_index,activity,resource
198762,2012-01-07T09:27:32.091,2012-01-07T09:31:50.195,Fluxicon Disco, Variant 16,16,W_Afhandelen leads,10929
198765,2012-01-07T11:24:51.02,2012-01-07T11:41:55.987,Fluxicon Disco, Variant 579,579,W_Completeren aanvraag,10929
198765,2012-01-17T11:03:16.381,2012-01-17T11:04:40.095,Fluxicon Disco, Variant 579,579,W_Nabellen offertes,NOT_SET
198765,2012-01-17T11:15:35.371,2012-01-17T11:16:35.113,Fluxicon Disco, Variant 579,579,W_Nabellen offertes,10932
198765,2012-01-17T11:43:21.582,2012-01-17T11:43:35.186,Fluxicon Disco, Variant 579,579,W_Nabellen offertes,11049
198765,2012-01-19T08:59:24.854,2012-01-19T09:31:15.696,Fluxicon Disco, Variant 579,579,W_Valideren aanvraag,10972
198765,2012-01-19T10:03:00.094,2012-01-19T10:04:39.58,Fluxicon Disco, Variant 579,579,W_Nabellen incomplete dossiers,10972
198765,2012-01-19T12:15:00.645,2012-01-19T12:23:09.378,Fluxicon Disco, Variant 579,579,W_Nabellen incomplete dossiers,11179
198765,2012-01-19T12:26:44.59,2012-01-19T13:00:53.585,Fluxicon Disco, Variant 579,579,W_Nabellen incomplete dossiers,11179
198765,2012-01-19T19:13:46.893,2012-01-19T19:25:09.802,Fluxicon Disco, Variant 579,579,W_Nabellen incomplete dossiers,11002
198765,2012-01-19T19:25:13.125,2012-01-19T19:25:38.764,Fluxicon Disco, Variant 579,579,W_Nabellen incomplete dossiers,11002
198765,2012-01-20T09:58:07.091,2012-01-20T10:00:00.078,Fluxicon Disco, Variant 579,579,W_Valideren aanvraag,10929
198765,2012-01-20T10:19:01.898,2012-01-20T10:26:35.824,Fluxicon Disco, Variant 579,579,W_Valideren aanvraag,10972
198765,2012-01-20T10:56:33.221,2012-01-20T11:04:18.697,Fluxicon Disco, Variant 579,579,W_Valideren aanvraag,10972
198768,2012-01-07T11:45:49.163,2012-01-07T11:57:50.417,Fluxicon Disco, Variant 2,2,W_Completeren aanvraag,10929
198771,2012-01-07T11:58:02.142,2012-01-07T12:12:30.741,Fluxicon Disco, Variant 9,9,W_Completeren aanvraag,10929
198771,2012-01-17T12:57:48.159,2012-01-17T12:59:50.124,Fluxicon Disco, Variant 9,9,W_Nabellen offertes,11189
198771,2012-01-18T10:30:10.159,2012-01-18T10:30:24.086,Fluxicon Disco, Variant 9,9,W_Nabellen offertes,11259
198771,2012-01-23T10:25:32.33,2012-01-23T10:37:32.769,Fluxicon Disco, Variant 9,9,W_Valideren aanvraag,10138
198774,2012-01-09T08:40:15.301,2012-01-09T08:40:21.93,Fluxicon Disco, Variant 35,35,W_Beoordelen fraude,10188
198774,2012-01-09T08:51:07.528,2012-01-09T08:51:18.166,Fluxicon Disco, Variant 35,35,W_Beoordelen fraude,10188
198780,2012-01-07T11:15:49.399,2012-01-07T11:19:12.051,Fluxicon Disco, Variant 98,98,W_Afhandelen leads,10982
198780,2012-01-07T13:33:58.224,2012-01-07T13:35:41.509,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10909
198780,2012-01-09T11:25:24.502,2012-01-09T11:26:38.857,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,11179
198780,2012-01-09T17:58:27.608,2012-01-09T18:11:39.858,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10863
198780,2012-01-09T19:22:02.03,2012-01-09T19:23:07.621,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10863
198780,2012-01-11T10:05:37.963,2012-01-11T10:06:24.706,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10861
198780,2012-01-12T12:44:13.648,2012-01-12T12:44:24.466,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,11169
198780,2012-01-14T10:32:51.47,2012-01-14T10:33:48.617,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10861
198780,2012-01-14T14:44:05.365,2012-01-14T14:44:21.311,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10861
198780,2012-01-17T10:47:37.795,2012-01-17T10:48:08.48,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,11169
198780,2012-01-18T13:29:43.516,2012-01-18T13:37:16.22,Fluxicon Disco, Variant 98,98,W_Completeren aanvraag,10861
198783,2012-01-07T11:19:14.584,2012-01-07T11:20:49.152,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10982
198786,2012-01-07T11:15:11.983,2012-01-07T11:15:39.428,Fluxicon Disco, Variant 8,8,W_Afhandelen leads,10982
198786,2012-01-07T13:37:42.25,2012-01-07T13:43:19.163,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,10909
198786,2012-01-07T14:16:30.078,2012-01-07T14:23:14.961,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,10913
198786,2012-01-07T14:43:41.489,2012-01-07T14:47:59.285,Fluxicon Disco, Variant 8,8,W_Completeren aanvraag,10912
198789,2012-01-07T10:49:42.556,2012-01-07T11:13:56.043,Fluxicon Disco, Variant 31,31,W_Completeren aanvraag,10929
198789,2012-01-07T11:15:17.461,2012-01-07T11:23:57.863,Fluxicon Disco, Variant 31,31,W_Nabellen offertes,10929
198789,2012-01-16T10:30:16.507,2012-01-16T10:30:28.087,Fluxicon Disco, Variant 31,31,W_Nabellen offertes,10899
198789,2012-01-18T14:31:19.777,2012-01-18T14:32:51.473,Fluxicon Disco, Variant 31,31,W_Valideren aanvraag,10809
198789,2012-01-18T14:42:31.647,2012-01-18T15:09:58.779,Fluxicon Disco, Variant 31,31,W_Valideren aanvraag,10809
198792,2012-01-07T12:32:47.411,2012-01-07T12:35:02.824,Fluxicon Disco, Variant 22,22,W_Completeren aanvraag,10929
198792,2012-01-07T13:35:52.327,2012-01-07T13:37:16.896,Fluxicon Disco, Variant 22,22,W_Completeren aanvraag,10909
198792,2012-01-09T11:26:46.582,2012-01-09T11:28:48.769,Fluxicon Disco, Variant 22,22,W_Completeren aanvraag,11179
198792,2012-01-09T19:17:55.368,2012-01-09T19:18:35.3,Fluxicon Disco, Variant 22,22,W_Completeren aanvraag,10863
198792,2012-01-10T18:01:44.331,2012-01-10T18:08:07.501,Fluxicon Disco, Variant 22,22,W_Completeren aanvraag,10863
198801,2012-01-07T13:38:37.52,2012-01-07T13:40:42.328,Fluxicon Disco, Variant 5,5,W_Completeren aanvraag,10929
198801,2012-01-07T14:12:22.919,2012-01-07T14:18:19.626,Fluxicon Disco, Variant 5,5,W_Completeren aanvraag,10929
198816,2012-01-07T15:38:12.981,2012-01-07T15:45:26.936,Fluxicon Disco, Variant 18,18,W_Completeren aanvraag,10913
198816,2012-01-07T15:52:30.32,2012-01-07T15:53:35.509,Fluxicon Disco, Variant 18,18,W_Nabellen offertes,10913
198816,2012-01-17T14:10:47.777,2012-01-17T14:17:40.9,Fluxicon Disco, Variant 18,18,W_Nabellen offertes,11003
198816,2012-01-18T17:37:18.141,2012-01-18T17:38:41.282,Fluxicon Disco, Variant 18,18,W_Nabellen offertes,11201
198816,2012-01-19T09:58:00.873,2012-01-19T09:58:46.281,Fluxicon Disco, Variant 18,18,W_Nabellen offertes,10909
198819,2012-01-07T14:12:57.22,2012-01-07T14:13:16.806,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10982
198828,2012-01-07T14:38:58.312,2012-01-07T14:44:47.63,Fluxicon Disco, Variant 50,50,W_Afhandelen leads,10913
198828,2012-01-07T14:45:00.096,2012-01-07T15:15:48.199,Fluxicon Disco, Variant 50,50,W_Completeren aanvraag,10913
198828,2012-01-13T15:25:28.316,2012-01-13T15:25:46.198,Fluxicon Disco, Variant 50,50,W_Nabellen offertes,10789
198828,2012-01-17T14:20:30.09,2012-01-17T14:50:29.002,Fluxicon Disco, Variant 50,50,W_Valideren aanvraag,10138
198834,2012-01-09T08:06:33.248,2012-01-09T08:08:55.149,Fluxicon Disco, Variant 580,580,W_Completeren aanvraag,NOT_SET
198834,2012-01-09T15:03:12.299,2012-01-09T15:17:28.638,Fluxicon Disco, Variant 580,580,W_Completeren aanvraag,11181
198834,2012-01-09T15:18:45.421,2012-01-09T15:23:28.15,Fluxicon Disco, Variant 580,580,W_Nabellen offertes,11181
198834,2012-01-17T11:30:56.864,2012-01-17T11:33:42.641,Fluxicon Disco, Variant 580,580,W_Nabellen offertes,NOT_SET
198834,2012-01-21T09:47:03.874,2012-01-21T09:52:16.921,Fluxicon Disco, Variant 580,580,W_Nabellen offertes,11019
198834,2012-01-28T13:30:34.503,2012-01-28T13:32:05.812,Fluxicon Disco, Variant 580,580,W_Nabellen offertes,10982
198834,2012-02-06T10:30:39.149,2012-02-06T10:30:56.14,Fluxicon Disco, Variant 580,580,W_Nabellen offertes,10899
198834,2012-02-09T10:53:09.633,2012-02-09T11:22:00.86,Fluxicon Disco, Variant 580,580,W_Valideren aanvraag,10809
198834,2012-02-09T11:24:34.205,2012-02-09T11:33:23.375,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,11180
198834,2012-02-09T15:32:22.212,2012-02-09T15:33:12.163,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,11259
198834,2012-02-10T06:56:46.177,2012-02-10T07:16:58.796,Fluxicon Disco, Variant 580,580,W_Valideren aanvraag,10809
198834,2012-02-10T08:35:03.423,2012-02-10T08:36:27.757,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,10982
198834,2012-02-10T09:40:08.979,2012-02-10T09:40:18.211,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,10982
198834,2012-02-10T09:48:42.659,2012-02-10T09:48:52.677,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,10932
198834,2012-02-11T13:10:49.349,2012-02-11T13:12:59.218,Fluxicon Disco, Variant 580,580,W_Nabellen incomplete dossiers,11181
198837,2012-01-09T08:09:43.012,2012-01-09T08:12:14.054,Fluxicon Disco, Variant 19,19,W_Completeren aanvraag,NOT_SET
198837,2012-01-09T09:43:39.546,2012-01-09T09:49:10.768,Fluxicon Disco, Variant 19,19,W_Completeren aanvraag,10931
198837,2012-01-17T11:20:53.761,2012-01-17T11:22:44.729,Fluxicon Disco, Variant 19,19,W_Nabellen offertes,NOT_SET
198837,2012-01-18T10:02:27.037,2012-01-18T10:03:28.371,Fluxicon Disco, Variant 19,19,W_Nabellen offertes,10881
198855,2012-01-09T08:10:17.29,2012-01-09T08:15:10.431,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10931
198858,2012-01-09T08:15:17.729,2012-01-09T08:21:06.78,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10931
198864,2012-01-09T08:15:40.144,2012-01-09T08:18:16.695,Fluxicon Disco, Variant 5,5,W_Completeren aanvraag,NOT_SET
198864,2012-01-09T13:30:14.864,2012-01-09T13:35:38.389,Fluxicon Disco, Variant 5,5,W_Completeren aanvraag,NOT_SET
198867,2012-01-09T08:17:33.928,2012-01-09T08:21:40.654,Fluxicon Disco, Variant 150,150,W_Completeren aanvraag,11181
198867,2012-01-09T09:18:24.976,2012-01-09T09:26:18.457,Fluxicon Disco, Variant 150,150,W_Completeren aanvraag,11009
198867,2012-01-09T09:26:45.672,2012-01-09T09:30:36.688,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,11009
198867,2012-01-09T15:25:59.094,2012-01-09T15:27:34.317,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,11049
198867,2012-01-10T08:15:53.883,2012-01-10T08:29:20.506,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10138
198867,2012-01-10T08:36:46.669,2012-01-10T08:37:35.285,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10912
198867,2012-01-10T08:48:20.271,2012-01-10T08:54:45.146,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10912
198867,2012-01-10T09:04:04.413,2012-01-10T09:12:34.218,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10912
198867,2012-01-10T09:14:07.211,2012-01-10T09:20:38.26,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10912
198867,2012-01-13T15:24:32.061,2012-01-13T15:24:42.712,Fluxicon Disco, Variant 150,150,W_Nabellen offertes,10789
198867,2012-01-17T14:42:02.991,2012-01-17T14:58:55.586,Fluxicon Disco, Variant 150,150,W_Valideren aanvraag,10972
198870,2012-01-09T08:22:11.756,2012-01-09T09:49:49.212,Fluxicon Disco, Variant 100,100,W_Afhandelen leads,10931
198870,2012-01-09T09:49:54.846,2012-01-09T09:54:02.945,Fluxicon Disco, Variant 100,100,W_Afhandelen leads,10931
198870,2012-01-09T11:53:04.375,2012-01-10T05:15:04.345,Fluxicon Disco, Variant 100,100,W_Completeren aanvraag,11179
198870,2012-01-10T10:54:34.949,2012-01-10T10:57:07.472,Fluxicon Disco, Variant 100,100,W_Completeren aanvraag,NOT_SET
198870,2012-01-11T10:52:35.57,2012-01-11T11:11:00.16,Fluxicon Disco, Variant 100,100,W_Completeren aanvraag,10932
198876,2012-01-09T08:32:37.323,2012-01-09T08:36:29.153,Fluxicon Disco, Variant 581,581,W_Afhandelen leads,10931
198876,2012-01-09T13:28:34.679,2012-01-09T13:28:50.057,Fluxicon Disco, Variant 581,581,W_Completeren aanvraag,11181
198876,2012-01-09T17:23:23.294,2012-01-09T17:25:20.953,Fluxicon Disco, Variant 581,581,W_Completeren aanvraag,10929
198876,2012-01-09T17:51:42.02,2012-01-09T18:07:31.865,Fluxicon Disco, Variant 581,581,W_Completeren aanvraag,10929
198876,2012-01-09T18:07:45.518,2012-01-09T19:00:16.044,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10929
198876,2012-01-09T19:00:27.518,2012-01-09T19:18:35.78,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10929
198876,2012-01-14T12:26:54.676,2012-01-14T12:33:19.925,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10932
198876,2012-01-14T13:39:45.072,2012-01-14T13:42:28.374,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10931
198876,2012-01-14T14:42:05.61,2012-01-14T14:45:05.505,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10929
198876,2012-01-16T08:24:52.118,2012-01-16T08:25:28.091,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10910
198876,2012-01-16T08:25:38.21,2012-01-16T08:26:23.317,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10910
198876,2012-01-20T08:59:03.379,2012-01-20T09:01:28.635,Fluxicon Disco, Variant 581,581,W_Nabellen offertes,10789
198876,2012-01-24T14:46:47.63,2012-01-24T15:03:45.967,Fluxicon Disco, Variant 581,581,W_Valideren aanvraag,10138
198876,2012-01-24T15:41:12.761,2012-01-24T15:41:49.997,Fluxicon Disco, Variant 581,581,W_Nabellen incomplete dossiers,10910
198876,2012-01-24T16:34:19.869,2012-01-24T16:34:27.865,Fluxicon Disco, Variant 581,581,W_Nabellen incomplete dossiers,10910
198876,2012-01-24T16:43:05.571,2012-01-24T16:43:56.456,Fluxicon Disco, Variant 581,581,W_Nabellen incomplete dossiers,10910
198876,2012-01-24T16:44:06.684,2012-01-24T16:44:58.744,Fluxicon Disco, Variant 581,581,W_Nabellen incomplete dossiers,10910
198879,2012-01-09T08:36:40.21,2012-01-09T08:38:50.498,Fluxicon Disco, Variant 6,6,W_Afhandelen leads,10931
198879,2012-01-09T13:29:33.247,2012-01-09T13:31:33.674,Fluxicon Disco, Variant 6,6,W_Completeren aanvraag,11181
198879,2012-01-09T18:12:39.481,2012-01-09T18:20:04.928,Fluxicon Disco, Variant 6,6,W_Completeren aanvraag,10881
198882,2012-01-09T08:30:29.315,2012-01-09T08:30:45.176,Fluxicon Disco, Variant 23,23,W_Completeren aanvraag,11181
198882,2012-01-09T10:24:14.565,2012-01-09T10:35:20.617,Fluxicon Disco, Variant 23,23,W_Completeren aanvraag,11179
198882,2012-01-10T15:17:48.989,2012-01-10T15:18:44.192,Fluxicon Disco, Variant 23,23,W_Nabellen offertes,10982
198882,2012-01-13T15:28:10.184,2012-01-13T15:28:28.481,Fluxicon Disco, Variant 23,23,W_Nabellen offertes,11259
198882,2012-01-17T14:27:33.091,2012-01-17T14:55:11.352,Fluxicon Disco, Variant 23,23,W_Valideren aanvraag,10609
198888,2012-01-09T08:38:56.741,2012-01-09T08:41:21.325,Fluxicon Disco, Variant 1,1,W_Afhandelen leads,10931
198903,2012-01-09T08:21:12.713,2012-01-09T08:33:44.42,Fluxicon Disco, Variant 254,254,W_Completeren aanvraag,NOT_SET
198903,2012-01-17T14:12:28.033,2012-01-17T14:14:56.562,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11189
198903,2012-01-17T14:28:20.743,2012-01-17T14:34:34.099,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11189
198903,2012-01-23T10:38:19.128,2012-01-23T10:38:25.09,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11180
198903,2012-01-23T11:11:56.151,2012-01-23T11:12:20.063,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11180
198903,2012-01-23T19:32:42.225,2012-01-23T19:41:01.911,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11203
198903,2012-01-23T19:41:09.491,2012-01-23T19:43:33.259,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11203
198903,2012-01-30T12:56:11.539,2012-01-30T12:59:20.176,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11201
198903,2012-01-30T14:35:49.616,2012-01-30T14:36:01.098,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11201
198903,2012-02-07T10:02:19.327,2012-02-07T10:05:58.702,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,10881
198903,2012-02-14T10:00:21.024,2012-02-14T10:00:42.416,Fluxicon Disco, Variant 254,254,W_Nabellen offertes,11049
198903,2012-02-15T14:17:45.254,2012-02-15T14:27:22.577,Fluxicon Disco, Variant 254,254,W_Valideren aanvraag,10138
198906,2012-01-09T08:30:51.166,2012-01-09T08:31:06.883,Fluxicon Disco, Variant 95,95,W_Completeren aanvraag,11181
